gene_name	symbol	chrom	strand	len	reads	RPKM
NM_010209	Fh1	chr1	-	1632	970	18.3535274964
NM_026295	Ctdp1	chr18	-	3685	1544	12.9383165
NM_176807	Folr4	chr9	-	1239	1169	29.1347416738
NM_001085518	Gm14085	chr2	+	3740	1427	11.7820357956
NM_001130177	Tnnt2	chr1	+	1161	2	0.0531943789553
NM_001130176	Tnnt2	chr1	+	1109	2	0.0556886149388
NM_001167832	Zfp764	chr7	-	2471	437	5.46105635849
NM_001081011	Srgap2	chr1	-	8040	1984	7.61997569346
NM_009004	Kif20a	chr18	+	3473	187	1.6626651356
NM_001167831	AI846148	chr19	-	1594	326	6.31534746339
NM_001081017	Unc79	chr12	+	8870	0	0.0
NM_033524	Spred1	chr2	+	2997	230	2.36978562103
NM_001081016	Zc3h7b	chr15	+	5958	2789	14.4549296487
NM_033525	Npnt	chr3	-	3720	23	0.190920631888
NM_033522	Ferd3l	chr12	+	885	0	0.0
NM_001081014	Dennd4c	chr4	+	5648	3181	17.3914962721
NM_009001	Rab3a	chr8	+	1446	121	2.58395558438
NM_009003	Rab4a	chr8	+	1412	57	1.24654547313
NM_001201470	Papss2	chr19	+	3599	9	0.0772197924013
NM_054082	Mta3	chr17	+	2115	2197	32.0765500487
NM_182930	Plekha6	chr1	+	7397	5	0.0208728788587
NM_025923	Fancl	chr11	+	1775	326	5.67135991924
NM_025922	Itpa	chr2	+	1159	597	15.9059225015
NM_025924	Upf3a	chr8	+	1401	813	17.9192726393
NM_054084	Calcb	chr7	+	962	15	0.481486543403
NM_001146329	Sbk2	chr7	-	1139	50	1.35554596065
NM_001146328	Rbm46	chr3	-	1789	0	0.0
NM_001146325	Tigit	chr16	-	963	4615	147.98353082
NM_001146324	Hps3	chr3	-	2335	731	9.6671500364
NM_020052	Scube2	chr7	-	3562	0	0.0
NM_020050	Tmem9b	chr7	-	1685	2034	37.2751165725
NM_020051	Ascl3	chr7	-	706	4	0.174953750615
NM_144899	Adamtsl4	chr3	-	3856	29	0.232235677522
NM_144898	Msto1	chr3	-	1825	532	9.00153823302
NM_144893	Slc35c2	chr2	-	2009	973	14.9554977028
NM_144892	Ncoa5	chr2	-	3091	1683	16.8133044786
NM_144891	Gdap1l1	chr2	+	2580	2	0.0239374705299
NM_144890	Bpifb5	chr2	+	1637	0	0.0
NM_144897	Apoa1bp	chr3	-	905	637	21.7349587387
NM_144896	Pet112l	chr3	+	2307	229	3.06517909373
NM_144895	Spg20	chr3	+	3780	1057	8.63477756393
NM_144894	Zgpat	chr2	+	2289	2286	30.8388660308
NM_001136055	Cd82	chr2	-	1683	19024	349.048429457
NR_024068	Snhg7	chr2	-	742	92	3.82870485511
NR_024069	2010107H07Rik	chr14	-	403	245	18.7727979181
NR_024067	Snhg6	chr1	-	407	335	25.4166532912
NM_001164792	Tpbg	chr9	+	3509	10	0.0880003903778
NM_001164793	Polr2m	chr9	-	2172	4758	67.6445144419
NM_198885	Scx	chr15	+	1136	3	0.081547544851
NM_198884	B4galnt3	chr6	-	2961	1	0.0104286852359
NM_007668	Cdk5	chr5	-	2058	847	12.7088427722
NM_007669	Cdkn1a	chr17	+	1910	9	0.145504729242
NM_007662	Cdh15	chr8	+	2843	1	0.0108615325303
NM_007663	Cdh16	chr8	-	3003	0	0.0
NM_007661	Cdk11b	chr4	+	2589	3285	39.1806187683
NM_007666	Cdh6	chr15	-	2632	0	0.0
NM_007667	Cdh8	chr8	-	3158	0	0.0
NM_007664	Cdh2	chr18	-	4646	0	0.0
NM_007665	Cdh3	chr8	+	3231	1	0.00955720736106
NM_027332	Rpf1	chr3	-	1990	561	8.70517992351
NM_001205385	Actr3	chr1	-	2554	24486	296.049900305
NM_001205386	Actr3	chr1	-	2551	24486	296.398057773
NM_021527	Mkks	chr2	-	3194	414	4.00251894527
NM_001163456	Cox18	chr5	-	1330	337	7.82431320561
NM_027335	2210016F16Rik	chr13	-	2822	1131	12.3758079831
NM_145850	Vmn1r188	chr13	+	927	0	0.0
NM_145851	Cables2	chr2	-	2945	1273	13.3478424381
NM_145852	Ropn1l	chr15	-	910	13	0.44113338548
NM_145853	Tpcn1	chr5	-	4648	1235	8.20481522692
NM_145856	Il17f	chr1	-	1175	3	0.0788408603836
NM_145857	Nod2	chr8	+	4621	57	0.380896387809
NM_001110159	Nxt1	chr2	+	1075	546	15.6838306912
NM_001204411	Kcnj11	chr7	-	2667	0	0.0
NM_001105245	Pcdh19	chrX	-	10294	0	0.0
NM_001105246	Pcdh19	chrX	-	10150	0	0.0
NM_001168502	Zfp57	chr17	+	2088	0	0.0
NM_022021	Cables1	chr18	+	3265	1034	9.77924485177
NM_022020	Rbp7	chr4	-	594	0	0.0
NM_022023	Gmfb	chr14	-	4171	4046	29.9539193085
NM_022022	Ube4b	chr4	-	5508	2899	16.2525776898
NM_022025	Slc5a7	chr17	-	5180	0	0.0
NM_022024	Gmfg	chr7	+	1006	3786	116.211898429
NM_022027	Syne1	chr10	+	4823	1974	12.6385675317
NM_027058	1700017D01Rik	chr19	-	1194	0	0.0
NM_027057	Wdfy1	chr1	-	717	173	7.45066289841
NM_022028	Sav1	chr12	-	2524	1242	15.1949827788
NM_027055	Spaca4	chr7	-	710	0	0.0
NM_027054	Cst12	chr2	+	546	0	0.0
NM_027053	Lrrc51	chr7	-	874	23	0.812614131147
NM_027052	Slc38a4	chr15	-	3932	0	0.0
NM_001111053	Dclk1	chr3	+	6026	5	0.0256217532224
NM_027050	1700008A04Rik	chr11	-	606	0	0.0
NM_029901	Akr1c21	chr13	+	1209	0	0.0
NM_029906	9530003J23Rik	chr10	-	1219	0	0.0
NM_029909	C330018D20Rik	chr18	-	2413	338	4.32541065083
NR_027627	Kcnk2	chr1	-	3297	0	0.0
NM_001011535	Olfr1182	chr2	-	1178	0	0.0
NM_016665	Stra13	chr11	-	636	446	21.6543778218
NM_016666	Aip	chr19	-	1347	2360	54.1018821687
NM_016667	Sntb1	chr15	-	2153	781	11.2014687339
NM_016660	Hmga1	chr17	+	2004	3143	48.4300180336
NM_016661	Ahcy	chr2	-	2541	1555	18.8970362099
NM_016662	Mxd3	chr13	-	1299	52	1.23612434422
NM_016663	Syt3	chr7	+	2498	0	0.0
NM_016668	Bhmt	chr13	-	2071	0	0.0
NM_016669	Crym	chr7	-	1256	0	0.0
NR_045841	4933407G14Rik	chr10	+	1262	0	0.0
NR_045840	4933416M07Rik	chr8	+	1520	0	0.0
NR_045843	Gm5420	chr10	+	2206	0	0.0
NR_045842	4933417O13Rik	chr7	-	1526	0	0.0
NR_045845	Gm5547	chr3	+	459	140	9.41853415621
NR_045844	Gm17746	chr12	+	1115	0	0.0
NR_045847	D930028M14Rik	chr7	+	1006	56	1.71892929531
NR_045846	4933416M06Rik	chr13	+	1285	0	0.0
NR_045849	4933417D19Rik	chr8	+	1229	7	0.175879055236
NR_045848	D930028M14Rik	chr7	+	904	58	1.98119639939
NM_134058	Pelo	chr13	-	1572	426	8.36806460242
NM_134059	Ddx41	chr13	-	2205	1607	22.5048047767
NM_134050	Rab15	chr12	-	3126	0	0.0
NM_134052	Adi1	chr12	+	1675	859	15.8360301307
NM_134054	1110002B05Rik	chr12	-	1363	1226	27.7755444915
NM_170704	Cd40	chr2	+	1678	1	0.0184024654253
NM_207659	Hook3	chr8	-	12836	3157	7.59473877042
NM_207658	Defa22	chr8	+	419	0	0.0
NM_207651	Slc14a2	chr18	-	4045	0	0.0
NM_207650	Dtna	chr18	+	6321	0	0.0
NM_207653	Cflar	chr1	+	6911	3758	16.7912817804
NM_207652	Tsc22d1	chr14	+	4588	421	2.83352242155
NM_207655	Egfr	chr11	+	5965	0	0.0
NM_207654	Efna5	chr17	-	5259	1	0.0058717126799
NM_207657	5031410I06Rik	chr5	-	2947	0	0.0
NM_170702	Cd40	chr2	+	1596	1	0.0193479555035
NM_170703	Cd40	chr2	+	1621	1	0.0190495601379
NM_010582	Itih2	chr2	-	3122	0	0.0
NM_029274	Wbp7	chr7	-	8457	5339	19.4944756007
NM_029277	Arhgap12	chr18	-	4957	872	5.43207219078
NM_029271	Mrpl32	chr13	-	768	600	24.1244820184
NM_029270	Arhgap24	chr5	+	3346	10	0.092287319138
NM_029272	Ndufs7	chr10	+	758	957	38.9861813896
NM_029279	Secisbp2	chr13	+	2913	1301	13.7912864455
NM_029278	Nop14	chr5	-	2702	1435	16.3996478799
NM_021042	Abcc9	chr6	-	7433	20	0.0830871437739
NM_021041	Abcc9	chr6	-	7538	20	0.0819297876985
NM_021600	Chrnd	chr1	+	2910	1	0.0106114560081
NM_133208	Zfp287	chr11	-	5021	801	4.92617982949
NM_133209	Pilrb1	chr5	-	1020	1	0.0302738597878
NM_001243938	Gm3139	chr5	+	2024	1	0.0152565894188
NM_133200	P2ry14	chr3	-	1798	10	0.17174269735
NM_133201	Mfn2	chr4	-	4377	1862	13.1362406816
NM_133202	Trhr2	chr8	-	1340	0	0.0
NM_133203	Klra17	chr6	-	1177	0	0.0
NM_133204	Zscan5b	chr7	+	1969	4	0.0627310045375
NM_133205	Arr3	chrX	+	1359	0	0.0
NM_133206	Znrf1	chr8	+	5562	2115	11.7421427041
NM_133207	Kcnh7	chr2	-	3798	0	0.0
NM_146868	Olfr894	chr9	+	949	0	0.0
NM_146869	Olfr147	chr9	+	1175	0	0.0
NM_001193631	Prss51	chr14	+	959	0	0.0
NM_001042527	Blm	chr7	-	4598	459	3.08256104295
NM_001042523	Txnrd1	chr10	+	3634	1663	14.1310779867
NM_001042528	Cacna1b	chr2	-	6984	7	0.0309500800236
NM_207205	Igsf3	chr3	+	7330	103	0.433911556522
NM_207208	Clca6	chr3	-	2998	0	0.0
NM_207209	Sec24b	chr3	-	4702	2635	17.3047751918
NR_040428	Gm19619	chr5	-	2856	41	0.443295804036
NR_040429	Gm15408	chr5	+	1379	0	0.0
NM_145139	Eif3l	chr15	+	1893	3994	65.1516491878
NM_145138	Nek9	chr12	-	5386	5429	31.1258671526
NM_145137	Mgl2	chr11	+	1550	36	0.717197504135
NM_145136	Myocd	chr11	-	5118	0	0.0
NM_145135	Rnh1	chr7	-	1803	1962	33.6024731901
NR_040427	Gm9899	chr5	-	4823	0	0.0
NR_040420	Gm6568	chrX	+	1061	74	2.15369551064
NR_040421	Gm15401	chr6	+	1464	17	0.358571536012
NM_145131	Pitrm1	chr13	+	3534	1482	12.9493993802
NR_040423	2610037D02Rik	chr15	-	3631	12	0.102052339246
NM_001113364	Tbc1d14	chr5	-	3885	3030	24.0834983424
NM_001113367	Boll	chr1	-	1087	17	0.482933513083
NM_001113360	Plch2	chr4	-	5053	1	0.00611108984437
NM_001113362	Tbc1d14	chr5	-	4771	3550	22.9766603001
NM_172647	F11r	chr1	+	2482	8	0.0995304979326
NM_172646	Dnm3	chr1	-	4590	12	0.0807302927675
NM_172645	AI848100	chr1	-	6308	3006	14.7151691459
NM_172644	Dars2	chr1	-	3581	439	3.78554284719
NM_001113369	Ceacam2	chr7	-	3287	1	0.00939438301904
NM_001113368	Ceacam2	chr7	-	3827	1	0.00806881029098
NM_172641	9930023K05Rik	chr19	+	2385	4	0.0517892444169
NM_001195760	S100a2	chr3	+	315	3	0.294088923653
NM_001013380	Dync1li2	chr8	-	4633	1779	11.8571855156
NM_178281	Trim39	chr17	-	3070	1650	16.5963863267
NM_008756	Ocln	chr13	-	3192	0	0.0
NM_001039485	Fam38b	chr18	-	10724	0	0.0
NM_001039484	Kcnj10	chr1	+	5407	55	0.314104592953
NM_001039483	Tmco1	chr1	+	4474	1088	7.50932468443
NM_001039482	Klhl20	chr1	-	4037	1765	13.5006266475
NM_001039488	4933421E11Rik	chr3	+	3359	1806	16.6025848742
NM_001081080	Phf3	chr1	-	7561	5580	22.7888771814
NM_001081081	Gls	chr1	-	4973	3176	19.7210485139
NM_001081082	Alpi	chr1	-	2337	0	0.0
NM_001081083	Armc3	chr2	+	2995	366	3.77356839265
NR_028354	Mvd	chr8	-	1864	146	2.41866051481
NM_025379	Cox7b	chrX	+	1001	1872	57.7483704628
NM_178641	Inpp5f	chr7	+	4740	1071	6.97716664756
NM_178640	B3galnt2	chr13	+	3681	1233	10.3434453955
NM_178643	C230052I12Rik	chr7	-	1788	388	6.70088520673
NM_178642	Ano1	chr7	-	4601	0	0.0
NM_178645	Blmh	chr11	+	2355	1944	25.4902042871
NM_178644	Oaf	chr9	-	2388	43	0.556034962435
NM_178647	Cggbp1	chr16	+	4320	2844	20.3288968475
NM_178646	Tigd5	chr15	+	4801	50	0.321592761754
NM_213614	Sept5	chr16	-	2127	21	0.304873566834
NM_213615	A530032D15Rik	chr1	-	1760	171	3.0002083092
NM_213616	Atp2b4	chr1	-	8101	1867	7.11661796671
NM_177420	Psat1	chr19	-	2172	1154	16.4064248983
NM_080470	Smc1b	chr15	-	4040	0	0.0
NM_080471	Ankrd6	chr4	-	4573	9	0.060772804035
NM_001162945	Mtx3	chr13	+	6275	1031	5.07356118408
NM_001162944	Gm10318	chr10	+	930	0	0.0
NM_001162947	Nek3	chr8	-	1989	121	1.87853181248
NM_001162946	Pcx	chr19	+	4148	82	0.610440123591
NM_001162941	Mapre2	chr18	+	3993	2416	18.6838162165
NM_177429	Ofd1	chrX	-	4453	985	6.83048437656
NM_001162943	Dchs1	chr7	-	10651	1	0.00289919603639
NM_001162942	Mapre2	chr18	+	3936	2416	18.9543897745
NM_145392	Bag2	chr1	-	1815	82	1.39509952212
NM_025375	Wbscr22	chr5	-	1516	624	12.7102284154
NM_174885	Adam6a	chr12	+	2507	0	0.0
NM_178397	Faf2	chr13	+	4322	2723	19.4549825558
NM_178396	Car12	chr9	+	3716	83	0.689716084402
NM_178395	Zdhhc2	chr8	+	2498	1082	13.3752772683
NM_178394	Jakmip1	chr5	+	2382	884	11.4598379066
NM_178392	Snapc1	chr12	+	2125	876	12.7295525636
NM_178391	Setmar	chr6	+	1609	104	1.99592979881
NM_178390	Fam53a	chr5	-	2003	1488	22.9398169903
NM_178399	3110035E14Rik	chr1	+	3187	0	0.0
NM_178398	Wipi2	chr5	+	3911	1397	11.0300265318
NR_045108	Patz1	chr11	+	2054	615	9.24576058661
NR_045109	Patz1	chr11	+	1889	580	9.48121516701
NR_045100	Gm12159	chr11	-	1447	0	0.0
NR_045101	Gm11985	chr11	-	1003	0	0.0
NM_145390	Tnpo2	chr8	+	4865	2700	17.1375559827
NM_008173	Nr3c1	chr18	-	6329	3651	17.8133132133
NM_008172	Grin2d	chr7	-	4383	8	0.0563620113777
NM_008171	Grin2b	chr6	-	7505	5	0.0205725096493
NM_008170	Grin2a	chr16	-	4512	0	0.0
NM_008177	Grpr	chrX	-	2493	1	0.0123864167604
NM_008176	Cxcl1	chr5	+	949	0	0.0
NM_008175	Grn	chr11	+	2333	1061	14.0432818429
NM_008174	Grm8	chr6	-	3678	0	0.0
NM_008179	Gspt2	chrX	+	2493	77	0.953754090548
NM_008178	Gsx1	chr5	+	1772	0	0.0
NM_177282	Mical2	chr7	+	6689	201	0.927903533219
NM_177284	Nrxn1	chr17	-	9004	0	0.0
NM_177289	Cbfa2t3	chr8	-	7591	78	0.317295255529
NM_025594	Zmat2	chr18	+	2257	2110	28.8681440121
NM_025595	Mrpl51	chr6	+	1515	775	15.7963605032
NM_025596	Prelid1	chr13	+	1089	3802	107.80830047
NM_025597	Ndufb3	chr1	+	532	778	45.1581281452
NM_025590	Acot11	chr4	-	5668	569	3.09991932669
NM_025591	Fam136a	chr6	+	1606	568	10.9212100913
NM_025592	Rpl35	chr2	-	452	14527	992.442761859
NM_025593	Polr2l	chr7	-	1671	497	9.18433900709
NM_025598	Ppdpf	chr2	+	797	996	38.5894851137
NM_025599	2610528E23Rik	chr16	-	1171	115	3.03255657823
NM_029796	Lrg1	chr17	-	1353	0	0.0
NM_153808	Smc5	chr19	-	5730	1993	10.7404046437
NM_153800	Arhgap22	chr14	+	2598	9	0.106972299019
NM_153801	Tecrl	chr5	-	2373	0	0.0
NM_153802	Zfp128	chr7	+	3833	246	1.98182021862
NM_153803	Glb1l2	chr9	-	3686	0	0.0
NM_153804	Plekhg3	chr12	+	4955	158	0.984648888679
NM_153805	Pkn3	chr2	+	2931	57	0.600519347685
NM_153806	Dnttip2	chr3	+	2403	2041	26.2275184284
NM_153807	Acsf2	chr11	-	3069	1023	10.2931123279
NM_177396	Il28b	chr7	+	582	0	0.0
NM_177397	Atp6v1g3	chr1	+	1887	22	0.360013467747
NM_024171	Sec61b	chr4	+	552	1641	91.7988985327
NM_024170	Cxx1a	chrX	-	1275	515	12.4728302326
NM_024173	Atp6v1g1	chr4	+	1093	1091	30.8228331648
NM_024172	Hspbp1	chr7	-	1488	572	11.8702827652
NM_024175	Rps23	chr13	+	555	20320	1130.57320271
NM_024174	Mrps23	chr11	+	1302	1317	31.2350897138
NM_024177	Mrpl38	chr11	-	1411	803	17.5734284889
NM_024176	Drap1	chr19	-	916	2121	71.5011722076
NM_024179	0610009O20Rik	chr18	+	2404	1110	14.257930138
NM_001253703	St7l	chr3	+	5490	505	2.84044903037
NM_001253700	Rai12	chr11	-	954	514	16.6372947689
NM_177395	Map3k9	chr12	-	3390	23	0.209505826142
NM_001253706	Sept6	chrX	-	4714	12070	79.0652518863
NM_001253704	Wibg	chr10	+	1220	1674	42.3705000906
NM_001253705	Wibg	chr10	+	1324	1761	41.0713840091
NM_001122978	Casp8ap2	chr4	+	6557	1660	7.81755366673
NM_001122977	Gm7168	chr17	+	1603	0	0.0
NM_010460	Hoxb7	chr11	+	1269	1	0.0243335988838
NM_010461	Hoxb8	chr11	+	2645	0	0.0
