gene_name	symbol	chrom	strand	len	reads	RPKM
NM_001164792	Tpbg	chr9	+	3509	7	0.0655034683608
NM_001164793	Polr2m	chr9	-	2172	4154	62.799515862
NM_198885	Scx	chr15	+	1136	0	0.0
NM_198884	B4galnt3	chr6	-	2961	1	0.0110894808934
NM_007668	Cdk5	chr5	-	2058	818	13.0514137478
NM_007669	Cdkn1a	chr17	+	1910	94	1.61601024869
NM_007662	Cdh15	chr8	+	2843	0	0.0
NM_007663	Cdh16	chr8	-	3003	0	0.0
NM_007661	Cdk11b	chr4	+	2589	3197	40.5471384715
NM_007666	Cdh6	chr15	-	2632	0	0.0
NM_007667	Cdh8	chr8	-	3158	0	0.0
NM_007664	Cdh2	chr18	-	4646	0	0.0
NM_007665	Cdh3	chr8	+	3231	0	0.0
NM_027332	Rpf1	chr3	-	1990	408	6.73219537366
NM_001205385	Actr3	chr1	-	2554	32306	415.347805485
NM_001205386	Actr3	chr1	-	2551	32306	415.836258412
NM_021527	Mkks	chr2	-	3194	442	4.54398597153
NM_001163456	Cox18	chr5	-	1330	297	7.33253986381
NM_027335	2210016F16Rik	chr13	-	2822	919	10.6932107507
NM_145850	Vmn1r188	chr13	+	927	0	0.0
NM_145851	Cables2	chr2	-	2945	1305	14.5503967972
NM_145852	Ropn1l	chr15	-	910	5	0.180417323766
NM_145853	Tpcn1	chr5	-	4648	679	4.79681842435
NM_145856	Il17f	chr1	-	1175	0	0.0
NM_145857	Nod2	chr8	+	4621	78	0.55425326297
NM_001110159	Nxt1	chr2	+	1075	488	14.9059953745
NM_001204411	Kcnj11	chr7	-	2667	2	0.0246238867083
NM_001105245	Pcdh19	chrX	-	10294	0	0.0
NM_001105246	Pcdh19	chrX	-	10150	0	0.0
NM_001168502	Zfp57	chr17	+	2088	0	0.0
NM_022021	Cables1	chr18	+	3265	701	7.04992434939
NM_022020	Rbp7	chr4	-	594	1	0.0552793820294
NM_022023	Gmfb	chr14	-	4171	3858	30.3718787788
NM_022022	Ube4b	chr4	-	5508	2290	13.6518395424
NM_022025	Slc5a7	chr17	-	5180	3	0.0190169611537
NM_022024	Gmfg	chr7	+	1006	3348	109.27909582
NM_022027	Syne1	chr10	+	4823	2863	19.4918791677
NM_027058	1700017D01Rik	chr19	-	1194	0	0.0
NM_027057	Wdfy1	chr1	-	717	70	3.20574156873
NM_022028	Sav1	chr12	-	2524	740	9.62702264851
NM_027055	Spaca4	chr7	-	710	0	0.0
NM_027054	Cst12	chr2	+	546	0	0.0
NM_027053	Lrrc51	chr7	-	874	4	0.150278960757
NM_027052	Slc38a4	chr15	-	3932	0	0.0
NM_001111053	Dclk1	chr3	+	6026	1	0.005449046287
NM_027050	1700008A04Rik	chr11	-	606	0	0.0
NM_029901	Akr1c21	chr13	+	1209	0	0.0
NM_029906	9530003J23Rik	chr10	-	1219	0	0.0
NM_029909	C330018D20Rik	chr18	-	2413	198	2.6943716035
NR_027627	Kcnk2	chr1	-	3297	0	0.0
NM_001011535	Olfr1182	chr2	-	1178	0	0.0
NM_016665	Stra13	chr11	-	636	389	20.0836252956
NM_016666	Aip	chr19	-	1347	1954	47.6328522764
NM_016667	Sntb1	chr15	-	2153	480	7.32060260298
NM_016660	Hmga1	chr17	+	2004	3137	51.4003913808
NM_016661	Ahcy	chr2	-	2541	1325	17.1222501481
NM_016662	Mxd3	chr13	-	1299	315	7.9625290004
NM_016663	Syt3	chr7	+	2498	1	0.0131448970879
NM_016668	Bhmt	chr13	-	2071	0	0.0
NM_016669	Crym	chr7	-	1256	0	0.0
NR_045841	4933407G14Rik	chr10	+	1262	0	0.0
NR_045840	4933416M07Rik	chr8	+	1520	0	0.0
NR_045843	Gm5420	chr10	+	2206	0	0.0
NR_045842	4933417O13Rik	chr7	-	1526	0	0.0
NR_045845	Gm5547	chr3	+	459	260	18.5998861887
NR_045844	Gm17746	chr12	+	1115	0	0.0
NR_045847	D930028M14Rik	chr7	+	1006	57	1.86048639836
NR_045846	4933416M06Rik	chr13	+	1285	0	0.0
NR_045849	4933417D19Rik	chr8	+	1229	4	0.106870473313
NR_045848	D930028M14Rik	chr7	+	904	56	2.03408557945
NM_134058	Pelo	chr13	-	1572	624	13.0341187185
NM_134059	Ddx41	chr13	-	2205	1164	17.3338091634
NM_134050	Rab15	chr12	-	3126	0	0.0
NM_134052	Adi1	chr12	+	1675	568	11.1348186637
NM_134054	1110002B05Rik	chr12	-	1363	899	21.6577561849
NM_170704	Cd40	chr2	+	1678	0	0.0
NM_207659	Hook3	chr8	-	12836	2865	7.32899697191
NM_207658	Defa22	chr8	+	419	0	0.0
NM_207651	Slc14a2	chr18	-	4045	0	0.0
NM_207650	Dtna	chr18	+	6321	3	0.0155842206576
NM_207653	Cflar	chr1	+	6911	4179	19.8555125561
NM_207652	Tsc22d1	chr14	+	4588	70	0.500984460502
NM_207655	Egfr	chr11	+	5965	2	0.0110095399582
NM_207654	Efna5	chr17	-	5259	0	0.0
NM_207657	5031410I06Rik	chr5	-	2947	0	0.0
NM_170702	Cd40	chr2	+	1596	0	0.0
NM_170703	Cd40	chr2	+	1621	0	0.0
NM_010582	Itih2	chr2	-	3122	0	0.0
NM_029274	Wbp7	chr7	-	8457	4919	19.0989774672
NM_029277	Arhgap12	chr18	-	4957	854	5.65703122823
NM_029271	Mrpl32	chr13	-	768	525	22.4464521951
NM_029270	Arhgap24	chr5	+	3346	1	0.00981349459816
NM_029272	Ndufs7	chr10	+	758	904	39.1605559955
NM_029279	Secisbp2	chr13	+	2913	1129	12.7263271036
NM_029278	Nop14	chr5	-	2702	1027	12.4805787026
NM_021042	Abcc9	chr6	-	7433	21	0.0927694082382
NM_021041	Abcc9	chr6	-	7538	21	0.0914771837934
NM_021600	Chrnd	chr1	+	2910	0	0.0
NM_133208	Zfp287	chr11	-	5021	1203	7.86728766567
NM_133209	Pilrb1	chr5	-	1020	1	0.0321921107112
NM_001243938	Gm3139	chr5	+	2024	0	0.0
NM_133200	P2ry14	chr3	-	1798	24	0.438299705345
NM_133201	Mfn2	chr4	-	4377	1838	13.7885495721
NM_133202	Trhr2	chr8	-	1340	0	0.0
NM_133203	Klra17	chr6	-	1177	0	0.0
NM_133204	Zscan5b	chr7	+	1969	3	0.0500293848534
NM_133205	Arr3	chrX	+	1359	0	0.0
NM_133206	Znrf1	chr8	+	5562	1428	8.430374106
NM_133207	Kcnh7	chr2	-	3798	0	0.0
NM_146868	Olfr894	chr9	+	949	0	0.0
NM_146869	Olfr147	chr9	+	1175	0	0.0
NM_001193631	Prss51	chr14	+	959	0	0.0
NM_001042527	Blm	chr7	-	4598	640	4.57046756683
NM_001042523	Txnrd1	chr10	+	3634	3528	31.8781623338
NM_001042528	Cacna1b	chr2	-	6984	4	0.0188063877007
NM_207205	Igsf3	chr3	+	7330	28	0.125430652376
NM_207208	Clca6	chr3	-	2998	0	0.0
NM_207209	Sec24b	chr3	-	4702	2291	15.9989723846
NR_040428	Gm19619	chr5	-	2856	37	0.425395748684
NR_040429	Gm15408	chr5	+	1379	0	0.0
NM_145139	Eif3l	chr15	+	1893	2710	47.0076241035
NM_145138	Nek9	chr12	-	5386	4801	29.2694782761
NM_145137	Mgl2	chr11	+	1550	40	0.847379430334
NM_145136	Myocd	chr11	-	5118	0	0.0
NM_145135	Rnh1	chr7	-	1803	2051	37.352489989
NR_040427	Gm9899	chr5	-	4823	0	0.0
NR_040420	Gm6568	chrX	+	1061	63	1.94973141782
NR_040421	Gm15401	chr6	+	1464	26	0.583152169441
NM_145131	Pitrm1	chr13	+	3534	966	8.97553212394
NR_040423	2610037D02Rik	chr15	-	3631	18	0.162778064626
NM_001113364	Tbc1d14	chr5	-	3885	1984	16.7687337462
NM_001113367	Boll	chr1	-	1087	1	0.0302078683767
NM_001113360	Plch2	chr4	-	5053	0	0.0
NM_001113362	Tbc1d14	chr5	-	4771	2323	15.9878261676
NM_172647	F11r	chr1	+	2482	8	0.105837076311
NM_172646	Dnm3	chr1	-	4590	18	0.128768442845
NM_172645	AI848100	chr1	-	6308	5089	26.490514337
NM_172644	Dars2	chr1	-	3581	433	3.97039028671
NM_001113369	Ceacam2	chr7	-	3287	5	0.0499482095002
NM_001113368	Ceacam2	chr7	-	3827	5	0.042900382709
NM_172641	9930023K05Rik	chr19	+	2385	5	0.0688384757347
NM_001195760	S100a2	chr3	+	315	3	0.312723361195
NM_001013380	Dync1li2	chr8	-	4633	2655	18.8170634615
NM_178281	Trim39	chr17	-	3070	1683	18.0009474832
NM_008756	Ocln	chr13	-	3192	7	0.0720086686962
NM_001039485	Fam38b	chr18	-	10724	0	0.0
NM_001039484	Kcnj10	chr1	+	5407	50	0.303642989878
NM_001039483	Tmco1	chr1	+	4474	1051	7.71358661704
NM_001039482	Klhl20	chr1	-	4037	1903	15.4785282183
NM_001039488	4933421E11Rik	chr3	+	3359	1651	16.1393743019
NM_001081080	Phf3	chr1	-	7561	5687	24.6975352846
NM_001081081	Gls	chr1	-	4973	2838	18.7388768153
NM_001081082	Alpi	chr1	-	2337	0	0.0
NM_001081083	Armc3	chr2	+	2995	484	5.30637770148
NR_028354	Mvd	chr8	-	1864	295	5.19667709925
NM_025379	Cox7b	chrX	+	1001	1573	51.5993545971
NM_178641	Inpp5f	chr7	+	4740	958	6.63646474738
NM_178640	B3galnt2	chr13	+	3681	794	7.08278908525
NM_178643	C230052I12Rik	chr7	-	1788	359	6.59290106277
NM_178642	Ano1	chr7	-	4601	0	0.0
NM_178645	Blmh	chr11	+	2355	1960	27.3284364051
NM_178644	Oaf	chr9	-	2388	0	0.0
NM_178647	Cggbp1	chr16	+	4320	3408	25.903918419
NM_178646	Tigd5	chr15	+	4801	49	0.335130533919
NM_213614	Sept5	chr16	-	2127	52	0.802759544957
NM_213615	A530032D15Rik	chr1	-	1760	135	2.51866684371
NM_213616	Atp2b4	chr1	-	8101	8230	33.3588313266
NM_177420	Psat1	chr19	-	2172	1367	20.6660900779
NM_080470	Smc1b	chr15	-	4040	0	0.0
NM_080471	Ankrd6	chr4	-	4573	3	0.0215411893235
NM_001162945	Mtx3	chr13	+	6275	632	3.30714298787
NM_001162944	Gm10318	chr10	+	930	0	0.0
NM_001162947	Nek3	chr8	-	1989	157	2.59187763162
NM_001162946	Pcx	chr19	+	4148	27	0.213734505542
NM_001162941	Mapre2	chr18	+	3993	3385	27.8361384054
NM_177429	Ofd1	chrX	-	4453	924	6.81347866677
NM_001162943	Dchs1	chr7	-	10651	1	0.00308289859407
NM_001162942	Mapre2	chr18	+	3936	3385	28.2392532146
NM_145392	Bag2	chr1	-	1815	21	0.379920116493
NM_025375	Wbscr22	chr5	-	1516	598	12.9524405339
NM_174885	Adam6a	chr12	+	2507	0	0.0
NM_178397	Faf2	chr13	+	4322	2271	17.2536902114
NM_178396	Car12	chr9	+	3716	16	0.141381928635
NM_178395	Zdhhc2	chr8	+	2498	969	12.7374052781
NM_178394	Jakmip1	chr5	+	2382	1008	13.8953150919
NM_178392	Snapc1	chr12	+	2125	659	10.1830084602
NM_178391	Setmar	chr6	+	1609	99	2.02036006191
NM_178390	Fam53a	chr5	-	2003	1020	16.7212541108
NM_178399	3110035E14Rik	chr1	+	3187	0	0.0
NM_178398	Wipi2	chr5	+	3911	1213	10.1840989257
NR_045108	Patz1	chr11	+	2054	494	7.89725450106
NR_045109	Patz1	chr11	+	1889	468	8.13511168296
NR_045100	Gm12159	chr11	-	1447	0	0.0
NR_045101	Gm11985	chr11	-	1003	0	0.0
NM_145390	Tnpo2	chr8	+	4865	2236	15.0917144381
NM_008173	Nr3c1	chr18	-	6329	3754	19.4764050059
NM_008172	Grin2d	chr7	-	4383	11	0.0824082779329
NM_008171	Grin2b	chr6	-	7505	3	0.0131256307497
NM_008170	Grin2a	chr16	-	4512	0	0.0
NM_008177	Grpr	chrX	-	2493	3	0.0395137821004
NM_008176	Cxcl1	chr5	+	949	0	0.0
NM_008175	Grn	chr11	+	2333	813	11.4426188291
NM_008174	Grm8	chr6	-	3678	0	0.0
NM_008179	Gspt2	chrX	+	2493	10	0.131712607001
NM_008178	Gsx1	chr5	+	1772	0	0.0
NM_177282	Mical2	chr7	+	6689	1331	6.53380973894
NM_177284	Nrxn1	chr17	-	9004	0	0.0
NM_177289	Cbfa2t3	chr8	-	7591	18	0.0778615666787
NM_025594	Zmat2	chr18	+	2257	1900	27.6421402563
NM_025595	Mrpl51	chr6	+	1515	742	16.0820310698
NM_025596	Prelid1	chr13	+	1089	4031	121.544284888
NM_025597	Ndufb3	chr1	+	532	627	38.6995159479
NM_025590	Acot11	chr4	-	5668	796	4.61140058727
NM_025591	Fam136a	chr6	+	1606	427	8.7303561016
NM_025592	Rpl35	chr2	-	452	5675	412.265559407
NM_025593	Polr2l	chr7	-	1671	440	8.64621142262
NM_025598	Ppdpf	chr2	+	797	907	37.3678912213
NM_025599	2610528E23Rik	chr16	-	1171	83	2.3273988837
NM_029796	Lrg1	chr17	-	1353	0	0.0
NM_153808	Smc5	chr19	-	5730	2827	16.2002162165
NM_153800	Arhgap22	chr14	+	2598	0	0.0
NM_153801	Tecrl	chr5	-	2373	0	0.0
NM_153802	Zfp128	chr7	+	3833	122	1.04513077404
NM_153803	Glb1l2	chr9	-	3686	0	0.0
NM_153804	Plekhg3	chr12	+	4955	922	6.109939172
NM_153805	Pkn3	chr2	+	2931	50	0.560149316367
NM_153806	Dnttip2	chr3	+	2403	1791	24.4732383227
NM_153807	Acsf2	chr11	-	3069	1335	14.283479034
NM_177396	Il28b	chr7	+	582	0	0.0
NM_177397	Atp6v1g3	chr1	+	1887	3	0.052203422775
NM_024171	Sec61b	chr4	+	552	1395	82.9821636431
NM_024170	Cxx1a	chrX	-	1275	461	11.8724504303
NM_024173	Atp6v1g1	chr4	+	1093	1083	32.5355324961
NM_024172	Hspbp1	chr7	-	1488	334	7.3704356701
NM_024175	Rps23	chr13	+	555	12096	715.646282138
NM_024174	Mrps23	chr11	+	1302	1179	29.7339389394
NM_024177	Mrpl38	chr11	-	1411	463	10.7746606694
NM_024176	Drap1	chr19	-	916	1882	67.4642613599
NM_024179	0610009O20Rik	chr18	+	2404	1087	14.8472050041
NM_001253703	St7l	chr3	+	5490	443	2.64960421603
NM_001253700	Rai12	chr11	-	954	319	10.9797368797
NM_177395	Map3k9	chr12	-	3390	6	0.0581167308415
NM_001253706	Sept6	chrX	-	4714	8222	57.2713629514
NM_001253704	Wibg	chr10	+	1220	944	25.407491444
NM_001253705	Wibg	chr10	+	1324	991	24.5773635567
NM_001122978	Casp8ap2	chr4	+	6557	1918	9.60490433293
NM_001122977	Gm7168	chr17	+	1603	0	0.0
NM_010460	Hoxb7	chr11	+	1269	0	0.0
NM_010461	Hoxb8	chr11	+	2645	0	0.0
NM_010462	Hoxc10	chr15	+	1913	0	0.0
NM_010463	Hoxc12	chr15	+	843	0	0.0
NM_010464	Hoxc13	chr15	+	2433	0	0.0
