gene_name	symbol	chrom	strand	len	reads	RPKM
NM_011983	Homer2	chr7	-	10999	0	0.0
NM_011984	Homer3	chr8	+	2436	32	0.375203774735
NM_011985	Mmp23	chr4	-	1434	9	0.179261845304
NM_011986	Ncdn	chr4	-	3701	1735	13.3898249271
NM_011987	Pla2g10	chr16	-	1022	0	0.0
NM_011988	Slc27a3	chr3	-	2265	17	0.214375534207
NM_011989	Slc27a4	chr2	+	4008	2369	16.8823092905
NM_146772	Olfr1189	chr2	+	921	0	0.0
NM_001009951	BC088983	chr8	-	1399	353	7.20694977495
NM_001081556	Ano3	chr2	-	2304	0	0.0
NM_001081557	Camta1	chr4	-	8448	39	0.131857612064
NM_001109045	Aqp8	chr7	+	1483	0	0.0
NM_001037922	Gm6531	chr8	+	2397	10	0.119158895919
NM_001037923	Lekr1	chr3	+	2463	24	0.278318025352
NM_001037926	Gm13051	chr4	+	2833	137	1.38123793406
NM_001037927	Wdr93	chr7	+	2285	5	0.0624997535049
NM_001109043	Zfp185	chrX	+	3554	0	0.0
NM_001037928	Gm11992	chr11	+	2400	1	0.0119009947299
NM_001037929	Gm14092	chr2	-	1814	0	0.0
NM_019651	Ptpn9	chr9	+	4056	1882	13.2530604033
NM_011676	Unc119	chr11	+	1281	857	19.1084824047
NM_011677	Ung	chr5	+	1906	353	5.28988601005
NM_011674	Ugt8a	chr3	-	3599	0	0.0
NM_011675	Uck1	chr2	-	1951	1379	20.1883814239
NM_011672	Ufd1l	chr16	+	1996	1641	23.4824036294
NM_011673	Ugcg	chr4	+	3719	4807	36.9183640763
NM_011670	Uchl1	chr5	+	1147	6	0.149410919015
NM_011671	Ucp2	chr7	+	4133	21771	150.455295193
NM_001109040	Kif21a	chr15	-	6439	0	0.0
NM_011678	Usp4	chr9	+	3668	4430	34.4960130775
NR_027344	Trub2	chr2	-	2514	1021	11.5999194456
NR_027343	Gorasp2	chr2	+	2484	1902	21.8702337935
NM_009239	Sp4	chr12	-	5770	2479	12.2714312383
NM_009238	Sox4	chr13	-	2953	342	3.30793649654
NM_001166138	Armc8	chr9	-	3629	740	5.8242399119
NM_009233	Sox1	chr8	+	4037	0	0.0
NM_009231	Sos1	chr17	-	8919	1776	5.6874985914
NM_009230	Soat1	chr1	-	4785	1840	10.9832377695
NM_009237	Sox3	chrX	-	2065	0	0.0
NM_009236	Sox18	chr2	-	1619	0	0.0
NM_009235	Sox15	chr11	+	1138	3	0.0752962759712
NM_009234	Sox11	chr12	-	8451	0	0.0
NM_001004061	Fam170a	chr18	+	1342	0	0.0
NM_001004062	Crtc1	chr8	-	5674	1001	5.03894073653
NM_001004066	Zfp386	chr12	+	2065	1107	15.3116526869
NM_001163564	Naf1	chr8	+	2990	352	3.36252854442
NM_001163565	Ptpn5	chr7	-	3024	33	0.311692719116
NM_001163566	Crb2	chr2	+	6372	0	0.0
NM_001163567	Fam102b	chr3	-	5702	426	2.13391389194
NM_001163569	Kif9	chr9	+	3162	18	0.162594235399
NM_001177709	Arfgap1	chr2	+	2442	1388	16.2344773318
NM_001177708	Arfgap1	chr2	+	2448	1392	16.2413575137
NM_001177700	Ablim2	chr5	+	3447	83	0.687751131475
NM_001177703	Gal3st1	chr11	+	1751	1	0.0163120430335
NR_033241	Bmp1	chr14	-	4454	12	0.0769529969063
NM_001177705	Homez	chr14	-	5763	669	3.3156753667
NM_001177707	Arfgap1	chr2	+	2729	1476	15.4481801873
NM_001177706	Arfgap1	chr2	+	2852	1494	14.962204314
NM_001030274	Ndufs5	chr4	-	509	327	18.3495101454
NM_027715	Otud1	chr2	+	2529	438	4.94674798737
NM_027717	Dydc2	chr14	-	592	0	0.0
NM_027711	Iqgap2	chr13	-	5771	2524	12.4920231634
NM_027712	Dlgap1	chr17	+	4287	7	0.0466379079688
NM_001256180	BC107364	chr3	-	1159	0	0.0
NM_026047	Rnf219	chr14	-	3456	769	6.35546176895
NM_026046	Zfp329	chr7	-	7933	2143	7.71576907787
NM_026045	Prpf18	chr2	-	3413	3568	29.859536499
NM_026044	Wdr85	chr2	+	2952	571	5.5247707242
NM_026043	Rnpc3	chr3	-	2236	550	7.02563195145
NM_001142357	Alg12	chr15	-	2131	567	7.59965914051
NM_026041	Rrp15	chr1	-	1213	395	9.30102473531
NM_026040	Srfbp1	chr18	+	1463	760	14.8376038191
NM_001130179	Tnnt2	chr1	+	1148	3	0.0746403850655
NM_026048	Cinp	chr12	-	2029	288	4.05419790897
NM_001130178	Tnnt2	chr1	+	1152	3	0.0743812170618
NM_008548	Man1a	chr10	-	3889	5376	39.4835161746
NM_008549	Man2a1	chr17	+	6078	6963	32.7212739602
NM_008542	Smad6	chr9	-	2971	0	0.0
NM_001013816	Gm5622	chr14	+	1581	0	0.0
NM_008541	Smad5	chr13	+	6585	1951	8.4624476421
NM_008546	Mfap2	chr4	+	1080	0	0.0
NM_001013811	Fam169b	chr7	+	2819	2567	26.0090983795
NM_008545	Mageb3	chr2	-	2322	0	0.0
NM_010200	Fgf13	chrX	-	2493	585	6.70236526304
NM_176808	Mcfd2	chr17	-	2275	684	8.58754854883
NM_010202	Fgf4	chr7	+	3030	0	0.0
NM_001005331	Eif4g1	chr16	+	5396	12359	65.4193004596
NM_001033355	Zfp568	chr7	+	7176	515	2.04983688491
NM_010205	Fgf8	chr19	-	1199	0	0.0
NM_010206	Fgfr1	chr8	+	5008	1	0.00570335210697
NM_010207	Fgfr2	chr7	-	5198	3	0.0164846406416
NM_010208	Fgr	chr4	+	3342	460	3.93138784614
NM_010209	Fh1	chr1	-	1632	908	15.891328257
NM_026295	Ctdp1	chr18	-	3685	1542	11.9520220614
NM_176807	Folr4	chr9	-	1239	1021	23.5368825554
NM_001085518	Gm14085	chr2	+	3740	1740	13.2883834203
NM_001130177	Tnnt2	chr1	+	1161	2	0.0492030789866
NM_001130176	Tnnt2	chr1	+	1109	2	0.0515101665496
NM_001167832	Zfp764	chr7	-	2471	404	4.66985208017
NM_001081011	Srgap2	chr1	-	8040	2232	7.92925977227
NM_009004	Kif20a	chr18	+	3473	358	2.94423687645
NM_001167831	AI846148	chr19	-	1594	353	6.32529657162
NM_001081017	Unc79	chr12	+	8870	1	0.00322011131361
NM_033524	Spred1	chr2	+	2997	331	3.15453794242
NM_001081016	Zc3h7b	chr15	+	5958	2967	14.2236662089
NM_033525	Npnt	chr3	-	3720	39	0.299444383526
NM_033522	Ferd3l	chr12	+	885	0	0.0
NM_001081014	Dennd4c	chr4	+	5648	3387	17.1283296672
NM_009001	Rab3a	chr8	+	1446	120	2.3703226018
NM_009003	Rab4a	chr8	+	1412	54	1.09232926133
NM_001201470	Papss2	chr19	+	3599	3	0.0238086029606
NM_054082	Mta3	chr17	+	2115	2160	29.1700977209
NM_182930	Plekha6	chr1	+	7397	7	0.0270294323999
NM_025923	Fancl	chr11	+	1775	319	5.1331839804
NM_025922	Itpa	chr2	+	1159	638	15.7228672393
NM_025924	Upf3a	chr8	+	1401	853	17.3902329843
NM_054084	Calcb	chr7	+	962	17	0.504740732827
NM_001146329	Sbk2	chr7	-	1139	45	1.12845252926
NM_001146328	Rbm46	chr3	-	1789	0	0.0
NM_001146325	Tigit	chr16	-	963	4812	142.722957359
NM_001146324	Hps3	chr3	-	2335	757	9.25984035343
NM_020052	Scube2	chr7	-	3562	0	0.0
NM_020050	Tmem9b	chr7	-	1685	1915	32.4611108478
NM_020051	Ascl3	chr7	-	706	0	0.0
NM_144899	Adamtsl4	chr3	-	3856	46	0.340733874009
NM_144898	Msto1	chr3	-	1825	582	9.10866270614
NM_144893	Slc35c2	chr2	-	2009	928	13.1935766363
NM_144892	Ncoa5	chr2	-	3091	1652	15.2653069897
NM_144891	Gdap1l1	chr2	+	2580	5	0.0553534638599
NM_144890	Bpifb5	chr2	+	1637	0	0.0
NM_144897	Apoa1bp	chr3	-	905	610	19.2519958945
NM_144896	Pet112l	chr3	+	2307	263	3.25613691959
NM_144895	Spg20	chr3	+	3780	1075	8.12290116484
NM_144894	Zgpat	chr2	+	2289	2256	28.1506098145
NM_001136055	Cd82	chr2	-	1683	17613	298.912256938
NR_024068	Snhg7	chr2	-	742	75	2.88703376197
NR_024069	2010107H07Rik	chr14	-	403	182	12.899142675
NR_024067	Snhg6	chr1	-	407	287	20.1410446436
NM_001164792	Tpbg	chr9	+	3509	4	0.0325590052456
NM_001164793	Polr2m	chr9	-	2172	4901	64.4494753273
NM_198885	Scx	chr15	+	1136	2	0.0502858932249
NM_198884	B4galnt3	chr6	-	2961	2	0.0192923926726
NM_007668	Cdk5	chr5	-	2058	845	11.7275108417
NM_007669	Cdkn1a	chr17	+	1910	9	0.134587165532
NM_007662	Cdh15	chr8	+	2843	2	0.0200931321504
NM_007663	Cdh16	chr8	-	3003	0	0.0
NM_007661	Cdk11b	chr4	+	2589	3638	40.135173884
NM_007666	Cdh6	chr15	-	2632	0	0.0
NM_007667	Cdh8	chr8	-	3158	0	0.0
NM_007664	Cdh2	chr18	-	4646	0	0.0
NM_007665	Cdh3	chr8	+	3231	1	0.00884010750595
NM_027332	Rpf1	chr3	-	1990	505	7.24824402644
NM_001205385	Actr3	chr1	-	2554	24660	275.782487116
NM_001205386	Actr3	chr1	-	2551	24660	276.106809915
NM_021527	Mkks	chr2	-	3194	374	3.34449995916
NM_001163456	Cox18	chr5	-	1330	321	6.893628827
NM_027335	2210016F16Rik	chr13	-	2822	1147	11.6091631086
NM_145850	Vmn1r188	chr13	+	927	0	0.0
NM_145851	Cables2	chr2	-	2945	1417	13.7429211808
NM_145852	Ropn1l	chr15	-	910	18	0.564970299265
NM_145853	Tpcn1	chr5	-	4648	1373	8.43721123794
NM_145856	Il17f	chr1	-	1175	0	0.0
NM_145857	Nod2	chr8	+	4621	51	0.31523084937
NM_001110159	Nxt1	chr2	+	1075	514	13.6568066035
NM_001204411	Kcnj11	chr7	-	2667	0	0.0
NM_001105245	Pcdh19	chrX	-	10294	0	0.0
NM_001105246	Pcdh19	chrX	-	10150	0	0.0
NM_001168502	Zfp57	chr17	+	2088	0	0.0
NM_022021	Cables1	chr18	+	3265	1063	9.29917848542
NM_022020	Rbp7	chr4	-	594	0	0.0
NM_022023	Gmfb	chr14	-	4171	4330	29.6511956924
NM_022022	Ube4b	chr4	-	5508	2997	15.5412990002
NM_022025	Slc5a7	chr17	-	5180	0	0.0
NM_022024	Gmfg	chr7	+	1006	3428	97.327896463
NM_022027	Syne1	chr10	+	4823	2594	15.3619806739
NM_027058	1700017D01Rik	chr19	-	1194	0	0.0
NM_027057	Wdfy1	chr1	-	717	201	8.00702909023
NM_022028	Sav1	chr12	-	2524	1434	16.2276004209
NM_027055	Spaca4	chr7	-	710	0	0.0
NM_027054	Cst12	chr2	+	546	0	0.0
NM_027053	Lrrc51	chr7	-	874	11	0.359480847676
NM_027052	Slc38a4	chr15	-	3932	0	0.0
NM_001111053	Dclk1	chr3	+	6026	8	0.0379188680408
NM_027050	1700008A04Rik	chr11	-	606	0	0.0
NM_029901	Akr1c21	chr13	+	1209	0	0.0
NM_029906	9530003J23Rik	chr10	-	1219	0	0.0
NM_029909	C330018D20Rik	chr18	-	2413	302	3.57473724833
NR_027627	Kcnk2	chr1	-	3297	0	0.0
NM_001011535	Olfr1182	chr2	-	1178	0	0.0
NM_016665	Stra13	chr11	-	636	379	17.0206679344
NM_016666	Aip	chr19	-	1347	1978	41.9423921171
NM_016667	Sntb1	chr15	-	2153	825	10.9447141501
NM_016660	Hmga1	chr17	+	2004	3073	43.7985111436
NM_016661	Ahcy	chr2	-	2541	1660	18.6594108634
NM_016662	Mxd3	chr13	-	1299	116	2.55060579892
NM_016663	Syt3	chr7	+	2498	0	0.0
NM_016668	Bhmt	chr13	-	2071	0	0.0
NM_016669	Crym	chr7	-	1256	0	0.0
NR_045841	4933407G14Rik	chr10	+	1262	0	0.0
NR_045840	4933416M07Rik	chr8	+	1520	3	0.056373132931
NR_045843	Gm5420	chr10	+	2206	0	0.0
NR_045842	4933417O13Rik	chr7	-	1526	0	0.0
NR_045845	Gm5547	chr3	+	459	165	10.267524865
NR_045844	Gm17746	chr12	+	1115	0	0.0
NR_045847	D930028M14Rik	chr7	+	1006	62	1.76030617873
NR_045846	4933416M06Rik	chr13	+	1285	0	0.0
NR_045849	4933417D19Rik	chr8	+	1229	7	0.162682434062
NR_045848	D930028M14Rik	chr7	+	904	63	1.99052035748
NM_134058	Pelo	chr13	-	1572	369	6.70452985546
NM_134059	Ddx41	chr13	-	2205	1510	19.5597301139
NM_134050	Rab15	chr12	-	3126	0	0.0
NM_134052	Adi1	chr12	+	1675	869	14.8183370798
NM_134054	1110002B05Rik	chr12	-	1363	1209	25.3352357361
NM_170704	Cd40	chr2	+	1678	5	0.0851084247668
NM_207659	Hook3	chr8	-	12836	3672	8.17085434369
NM_207658	Defa22	chr8	+	419	0	0.0
NM_207651	Slc14a2	chr18	-	4045	0	0.0
NM_207650	Dtna	chr18	+	6321	0	0.0
NM_207653	Cflar	chr1	+	6911	4167	17.2217433215
NM_207652	Tsc22d1	chr14	+	4588	469	2.91973837575
NM_207655	Egfr	chr11	+	5965	0	0.0
NM_207654	Efna5	chr17	-	5259	1	0.00543114420075
NM_207657	5031410I06Rik	chr5	-	2947	0	0.0
NM_170702	Cd40	chr2	+	1596	5	0.0894811633826
NM_170703	Cd40	chr2	+	1621	5	0.0881011331022
NM_010582	Itih2	chr2	-	3122	0	0.0
NM_029274	Wbp7	chr7	-	8457	6145	20.753916315
NM_029277	Arhgap12	chr18	-	4957	1052	6.06165654509
NM_029271	Mrpl32	chr13	-	768	554	20.6035971261
NM_029270	Arhgap24	chr5	+	3346	8	0.0682902267824
NM_029272	Ndufs7	chr10	+	758	807	30.4087685921
NM_029279	Secisbp2	chr13	+	2913	1338	13.1192839947
NM_029278	Nop14	chr5	-	2702	1470	15.5391226525
NM_021042	Abcc9	chr6	-	7433	29	0.111436732571
NM_021041	Abcc9	chr6	-	7538	29	0.109884483046
NM_021600	Chrnd	chr1	+	2910	1	0.00981525338547
NM_133208	Zfp287	chr11	-	5021	1052	5.98439185302
NM_133209	Pilrb1	chr5	-	1020	0	0.0
NM_001243938	Gm3139	chr5	+	2024	0	0.0
NM_133200	P2ry14	chr3	-	1798	21	0.333598517456
NM_133201	Mfn2	chr4	-	4377	1881	12.2745831868
NM_133202	Trhr2	chr8	-	1340	1	0.0213152144416
NM_133203	Klra17	chr6	-	1177	0	0.0
NM_133204	Zscan5b	chr7	+	1969	3	0.0435181117599
NM_133205	Arr3	chrX	+	1359	0	0.0
NM_133206	Znrf1	chr8	+	5562	2199	11.2924649023
NM_133207	Kcnh7	chr2	-	3798	0	0.0
NM_146868	Olfr894	chr9	+	949	0	0.0
NM_146869	Olfr147	chr9	+	1175	0	0.0
NM_001193631	Prss51	chr14	+	959	0	0.0
NM_001042527	Blm	chr7	-	4598	559	3.47246075024
NM_001042523	Txnrd1	chr10	+	3634	1962	15.4208596544
NM_001042528	Cacna1b	chr2	-	6984	17	0.0695247114804
NM_207205	Igsf3	chr3	+	7330	95	0.370181009333
NM_207208	Clca6	chr3	-	2998	0	0.0
NM_207209	Sec24b	chr3	-	4702	3022	18.3571957841
NR_040428	Gm19619	chr5	-	2856	35	0.350029256761
NR_040429	Gm15408	chr5	+	1379	0	0.0
NM_145139	Eif3l	chr15	+	1893	3867	58.3469370783
NM_145138	Nek9	chr12	-	5386	5732	30.3972529336
NM_145137	Mgl2	chr11	+	1550	37	0.681811827106
NM_145136	Myocd	chr11	-	5118	0	0.0
NM_145135	Rnh1	chr7	-	1803	1852	29.3386252775
NR_040427	Gm9899	chr5	-	4823	0	0.0
NR_040420	Gm6568	chrX	+	1061	81	2.18054041045
NR_040421	Gm15401	chr6	+	1464	17	0.331667066243
NM_145131	Pitrm1	chr13	+	3534	1513	12.2283225985
NR_040423	2610037D02Rik	chr15	-	3631	23	0.180923962845
NM_001113364	Tbc1d14	chr5	-	3885	3194	23.482178945
NM_001113367	Boll	chr1	-	1087	12	0.315316143717
NM_001113360	Plch2	chr4	-	5053	1	0.00565256033084
NM_001113362	Tbc1d14	chr5	-	4771	3819	22.8630805484
NM_172647	F11r	chr1	+	2482	6	0.0690468670872
NM_172646	Dnm3	chr1	-	4590	18	0.112009362164
NM_172645	AI848100	chr1	-	6308	3420	15.4856316967
NM_172644	Dars2	chr1	-	3581	474	3.78066785946
NM_001113369	Ceacam2	chr7	-	3287	6	0.0521370015547
NM_001113368	Ceacam2	chr7	-	3827	7	0.0522437186993
NM_172641	9930023K05Rik	chr19	+	2385	3	0.03592753126
NM_001195760	S100a2	chr3	+	315	6	0.544045473366
NM_001013380	Dync1li2	chr8	-	4633	2074	12.7861841933
NM_178281	Trim39	chr17	-	3070	1791	16.66294324
NM_008756	Ocln	chr13	-	3192	0	0.0
NM_001039485	Fam38b	chr18	-	10724	0	0.0
NM_001039484	Kcnj10	chr1	+	5407	56	0.295819066339
NM_001039483	Tmco1	chr1	+	4474	1039	6.63306223926
NM_001039482	Klhl20	chr1	-	4037	1924	13.6125918416
NM_001039488	4933421E11Rik	chr3	+	3359	1815	15.433382865
NM_001081080	Phf3	chr1	-	7561	6091	23.0093243433
NM_001081081	Gls	chr1	-	4973	3379	19.4072605794
NM_001081082	Alpi	chr1	-	2337	0	0.0
NM_001081083	Armc3	chr2	+	2995	351	3.34737828396
NR_028354	Mvd	chr8	-	1864	168	2.57429242226
NM_025379	Cox7b	chrX	+	1001	1502	42.8578479543
NM_178641	Inpp5f	chr7	+	4740	1151	6.93571895397
NM_178640	B3galnt2	chr13	+	3681	1375	10.6691884294
NM_178643	C230052I12Rik	chr7	-	1788	370	5.91056114102
NM_178642	Ano1	chr7	-	4601	0	0.0
NM_178645	Blmh	chr11	+	2355	1917	23.2501471564
NM_178644	Oaf	chr9	-	2388	35	0.418627955323
NM_178647	Cggbp1	chr16	+	4320	3220	21.289557239
NM_178646	Tigd5	chr15	+	4801	39	0.232021059512
NM_213614	Sept5	chr16	-	2127	14	0.187998788399
NM_213615	A530032D15Rik	chr1	-	1760	170	2.75886696011
NM_213616	Atp2b4	chr1	-	8101	2320	8.17982207826
NM_177420	Psat1	chr19	-	2172	1306	17.1742531682
NM_080470	Smc1b	chr15	-	4040	1	0.00706989785934
NM_080471	Ankrd6	chr4	-	4573	7	0.0437211264951
NM_001162945	Mtx3	chr13	+	6275	1219	5.54861357478
NM_001162944	Gm10318	chr10	+	930	0	0.0
NM_001162947	Nek3	chr8	-	1989	148	2.12530584618
NM_001162946	Pcx	chr19	+	4148	83	0.571523179892
NM_001162941	Mapre2	chr18	+	3993	2402	17.1817817227
NM_177429	Ofd1	chrX	-	4453	1108	7.10692234128
NM_001162943	Dchs1	chr7	-	10651	1	0.00268166250603
NM_001162942	Mapre2	chr18	+	3936	2402	17.4306032568
NM_145392	Bag2	chr1	-	1815	114	1.79400118903
NM_025375	Wbscr22	chr5	-	1516	582	10.9652436931
NM_174885	Adam6a	chr12	+	2507	2	0.0227861087768
NM_178397	Faf2	chr13	+	4322	2830	18.7023498856
NM_178396	Car12	chr9	+	3716	104	0.799377902201
NM_178395	Zdhhc2	chr8	+	2498	1293	14.7842941737
NM_178394	Jakmip1	chr5	+	2382	929	11.1395708857
NM_178392	Snapc1	chr12	+	2125	904	12.1507756075
NM_178391	Setmar	chr6	+	1609	101	1.7929155516
NM_178390	Fam53a	chr5	-	2003	1394	19.8781667341
NM_178399	3110035E14Rik	chr1	+	3187	0	0.0
NM_178398	Wipi2	chr5	+	3911	1583	11.5607924259
NR_045108	Patz1	chr11	+	2054	654	9.09435312952
NR_045109	Patz1	chr11	+	1889	613	9.26878954294
NR_045100	Gm12159	chr11	-	1447	0	0.0
NR_045101	Gm11985	chr11	-	1003	0	0.0
NM_145390	Tnpo2	chr8	+	4865	3083	18.100275479
NM_008173	Nr3c1	chr18	-	6329	3925	17.7132833553
NM_008172	Grin2d	chr7	-	4383	8	0.0521330364622
NM_008171	Grin2b	chr6	-	7505	8	0.0304462490092
NM_008170	Grin2a	chr16	-	4512	0	0.0
NM_008177	Grpr	chrX	-	2493	2	0.0229140692754
NM_008176	Cxcl1	chr5	+	949	0	0.0
NM_008175	Grn	chr11	+	2333	1127	13.7976041772
NM_008174	Grm8	chr6	-	3678	0	0.0
NM_008179	Gspt2	chrX	+	2493	73	0.83636352855
NM_008178	Gsx1	chr5	+	1772	0	0.0
NM_177282	Mical2	chr7	+	6689	154	0.657588227264
NM_177284	Nrxn1	chr17	-	9004	0	0.0
NM_177289	Cbfa2t3	chr8	-	7591	108	0.406367782109
NM_025594	Zmat2	chr18	+	2257	2073	26.2338630838
NM_025595	Mrpl51	chr6	+	1515	732	13.8004406214
NM_025596	Prelid1	chr13	+	1089	3411	89.4640066637
NM_025597	Ndufb3	chr1	+	532	710	38.118975601
NM_025590	Acot11	chr4	-	5668	654	3.29566007905
NM_025591	Fam136a	chr6	+	1606	574	10.2084746824
NM_025592	Rpl35	chr2	-	452	11638	735.418283185
NM_025593	Polr2l	chr7	-	1671	442	7.55510186084
NM_025598	Ppdpf	chr2	+	797	820	29.3866469616
NM_025599	2610528E23Rik	chr16	-	1171	124	3.02453973665
NM_029796	Lrg1	chr17	-	1353	0	0.0
NM_153808	Smc5	chr19	-	5730	2326	11.5944350751
NM_153800	Arhgap22	chr14	+	2598	4	0.0439759620504
NM_153801	Tecrl	chr5	-	2373	0	0.0
NM_153802	Zfp128	chr7	+	3833	252	1.87782979719
NM_153803	Glb1l2	chr9	-	3686	0	0.0
NM_153804	Plekhg3	chr12	+	4955	249	1.43532481344
NM_153805	Pkn3	chr2	+	2931	77	0.750359544894
NM_153806	Dnttip2	chr3	+	2403	2097	24.9252294118
NM_153807	Acsf2	chr11	-	3069	1111	10.3397889696
NM_177396	Il28b	chr7	+	582	0	0.0
NM_177397	Atp6v1g3	chr1	+	1887	13	0.196773203801
NM_024171	Sec61b	chr4	+	552	1221	63.1787589791
NM_024170	Cxx1a	chrX	-	1275	418	9.36398267688
NM_024173	Atp6v1g1	chr4	+	1093	926	24.1983263382
NM_024172	Hspbp1	chr7	-	1488	492	9.44401517275
NM_024175	Rps23	chr13	+	555	16195	833.4556093
NM_024174	Mrps23	chr11	+	1302	1224	26.8512765887
NM_024177	Mrpl38	chr11	-	1411	793	16.0524260595
NM_024176	Drap1	chr19	-	916	1912	59.6193063499
NM_024179	0610009O20Rik	chr18	+	2404	1056	12.5465395355
NM_001253703	St7l	chr3	+	5490	497	2.58570246153
NM_001253700	Rai12	chr11	-	954	435	13.0237300818
NM_177395	Map3k9	chr12	-	3390	15	0.126382244919
NM_001253706	Sept6	chrX	-	4714	11804	71.5210904327
NM_001253704	Wibg	chr10	+	1220	1459	34.1578058575
NM_001253705	Wibg	chr10	+	1324	1544	33.3084033769
NM_001122978	Casp8ap2	chr4	+	6557	1980	8.62490879311
NM_001122977	Gm7168	chr17	+	1603	0	0.0
NM_010460	Hoxb7	chr11	+	1269	0	0.0
NM_010461	Hoxb8	chr11	+	2645	0	0.0
