gene_name	symbol	chrom	strand	len	reads	RPKM
NM_172916	Hydin	chr8	+	15783	1	0.00176179701944
NM_172914	Ccdc113	chr8	+	1271	0	0.0
NM_010587	Itsn1	chr16	+	13976	88	0.175083495098
NM_010586	Itpr2	chr6	-	8232	5734	19.3685787755
NM_010585	Itpr1	chr6	+	9877	2228	6.27242619958
NM_010584	Itln1	chr1	-	1139	0	0.0
NM_010583	Itk	chr11	-	4272	16829	109.539938773
NM_001011721	Olfr102	chr17	-	1027	0	0.0
NM_010581	Cd47	chr16	+	1914	5879	85.4096523625
NM_010580	Itgb5	chr16	+	3253	15	0.128219070202
NM_010589	Jak3	chr8	+	3934	7896	55.8107953374
NM_010588	Jag2	chr12	-	4054	24	0.164616333643
NR_033197	4933427E11Rik	chr15	+	1214	7	0.160333687401
NM_001013384	Podnl1	chr8	+	2080	1710	22.8601040538
NM_001013385	Grm4	chr17	-	2975	0	0.0
NM_001013386	Rasl10b	chr11	+	3481	2	0.0159761231588
NM_001013387	Zfp182	chrX	-	5920	1239	5.81962535158
NM_001195767	Gm6772	chr12	+	1949	0	0.0
NM_001013381	Rsad1	chr11	-	4151	145	0.971316343505
NM_001013382	Lrrc52	chr1	-	1137	0	0.0
NM_001013389	Mrs2	chr13	-	2035	927	12.6666201797
NM_011426	Siglec1	chr2	-	6387	2	0.00870719973629
NR_030526	Mir615	chr15	+	92	0	0.0
NM_011425	Sstr5	chr17	-	2733	0	0.0
NR_030524	Mir490	chr6	+	84	0	0.0
NR_030525	Mir676	chrX	+	89	0	0.0
NR_030529	Mir804	chr11	-	95	0	0.0
NM_001002786	Rab44	chr17	+	4105	0	0.0
NM_001002787	Ccin	chr4	+	2030	3	0.0410932645682
NM_023565	Cse1l	chr2	+	3604	2231	17.2131445339
NM_023564	Plscr3	chr11	+	2785	226	2.25646534035
NM_001081084	Cubn	chr2	-	11325	10	0.0245531499849
NM_001081085	2010317E24Rik	chr2	+	3121	574	5.11403329491
NM_001081086	Ppig	chr2	+	6297	4380	19.341308167
NM_001081087	Kbtbd10	chr2	+	2538	25	0.273901126456
NM_001081088	Lrp2	chr2	-	15467	0	0.0
NM_001081089	Gpat2	chr2	+	2628	4	0.0423233521428
NM_011980	Zfp146	chr7	-	2030	1118	15.3140899291
NM_011981	Zfp260	chr7	+	3716	2531	18.9392103358
NM_011982	Homer1	chr13	+	2081	121	1.61680899822
NM_011983	Homer2	chr7	-	10999	0	0.0
NM_011984	Homer3	chr8	+	2436	47	0.53649539853
NM_011985	Mmp23	chr4	-	1434	15	0.29086236776
NM_011986	Ncdn	chr4	-	3701	1913	14.3727976846
NM_011987	Pla2g10	chr16	-	1022	0	0.0
NM_011988	Slc27a3	chr3	-	2265	9	0.110489174932
NM_011989	Slc27a4	chr2	+	4008	5511	38.233858242
NM_146772	Olfr1189	chr2	+	921	0	0.0
NM_001009951	BC088983	chr8	-	1399	355	7.05595928308
NM_001081556	Ano3	chr2	-	2304	0	0.0
NM_001081557	Camta1	chr4	-	8448	54	0.177740043481
NM_001109045	Aqp8	chr7	+	1483	0	0.0
NM_001037922	Gm6531	chr8	+	2397	55	0.638028506333
NM_001037923	Lekr1	chr3	+	2463	10	0.112896639699
NM_001037926	Gm13051	chr4	+	2833	94	0.922628161538
NM_001037927	Wdr93	chr7	+	2285	18	0.219044184876
NM_001109043	Zfp185	chrX	+	3554	1	0.00782398490654
NM_001037928	Gm11992	chr11	+	2400	7	0.0811021235437
NM_001037929	Gm14092	chr2	-	1814	0	0.0
NM_019651	Ptpn9	chr9	+	4056	2207	15.1303792613
NM_011676	Unc119	chr11	+	1281	2196	47.6681868992
NM_011677	Ung	chr5	+	1906	325	4.7413923223
NM_011674	Ugt8a	chr3	-	3599	0	0.0
NM_011675	Uck1	chr2	-	1951	1588	22.6328193051
NM_011672	Ufd1l	chr16	+	1996	2018	28.1129261914
NM_011673	Ugcg	chr4	+	3719	7639	57.1157335767
NM_011670	Uchl1	chr5	+	1147	97	2.35154743567
NM_011671	Ucp2	chr7	+	4133	27475	184.849262952
NM_001109040	Kif21a	chr15	-	6439	1	0.00431844111785
NM_011678	Usp4	chr9	+	3668	4417	33.4844754347
NR_027344	Trub2	chr2	-	2514	1363	15.0756487405
NR_027343	Gorasp2	chr2	+	2484	2477	27.7280828182
NM_009239	Sp4	chr12	-	5770	4393	21.1704854901
NM_009238	Sox4	chr13	-	2953	3	0.0282490101841
NM_001166138	Armc8	chr9	-	3629	742	5.68541753362
NM_009233	Sox1	chr8	+	4037	0	0.0
NM_009231	Sos1	chr17	-	8919	1442	4.4956710259
NM_009230	Soat1	chr1	-	4785	1858	10.7971514944
NM_009237	Sox3	chrX	-	2065	0	0.0
NM_009236	Sox18	chr2	-	1619	0	0.0
NM_009235	Sox15	chr11	+	1138	5	0.122172418092
NM_009234	Sox11	chr12	-	8451	0	0.0
NM_001004061	Fam170a	chr18	+	1342	0	0.0
NM_001004062	Crtc1	chr8	-	5674	572	2.80318735084
NM_001004066	Zfp386	chr12	+	2065	886	11.9305123143
NM_001163564	Naf1	chr8	+	2990	282	2.62254740632
NM_001163565	Ptpn5	chr7	-	3024	220	2.02295546254
NM_001163566	Crb2	chr2	+	6372	0	0.0
NM_001163567	Fam102b	chr3	-	5702	829	4.04271145469
NM_001163569	Kif9	chr9	+	3162	12	0.105527295476
NM_001177709	Arfgap1	chr2	+	2442	1648	18.7653632292
NM_001177708	Arfgap1	chr2	+	2448	1651	18.7534462144
NM_001177700	Ablim2	chr5	+	3447	93	0.750217330803
NM_001177703	Gal3st1	chr11	+	1751	2	0.0317606423276
NR_033241	Bmp1	chr14	-	4454	0	0.0
NM_001177705	Homez	chr14	-	5763	453	2.18572243417
NM_001177707	Arfgap1	chr2	+	2729	1765	17.9840127378
NM_001177706	Arfgap1	chr2	+	2852	1783	17.3839013759
NM_001030274	Ndufs5	chr4	-	509	435	23.7638554532
NM_027715	Otud1	chr2	+	2529	276	3.03462953371
NM_027717	Dydc2	chr14	-	592	0	0.0
NM_027711	Iqgap2	chr13	-	5771	3529	17.0038009151
NM_027712	Dlgap1	chr17	+	4287	3	0.0194586720489
NM_001256180	BC107364	chr3	-	1159	0	0.0
NM_026047	Rnf219	chr14	-	3456	860	6.9194272071
NM_026046	Zfp329	chr7	-	7933	1544	5.41196861219
NM_026045	Prpf18	chr2	-	3413	4547	37.0453833581
NM_026044	Wdr85	chr2	+	2952	525	4.94525143559
NM_026043	Rnpc3	chr3	-	2236	619	7.69775841659
NM_001142357	Alg12	chr15	-	2131	550	7.17669793375
NM_026041	Rrp15	chr1	-	1213	320	7.33558248517
NM_026040	Srfbp1	chr18	+	1463	675	12.8293565219
NM_001130179	Tnnt2	chr1	+	1148	0	0.0
NM_026048	Cinp	chr12	-	2029	295	4.04282922403
NM_001130178	Tnnt2	chr1	+	1152	0	0.0
NM_008548	Man1a	chr10	-	3889	4232	30.2589005036
NM_008549	Man2a1	chr17	+	6078	5568	25.4732265628
NM_008542	Smad6	chr9	-	2971	0	0.0
NM_001013816	Gm5622	chr14	+	1581	0	0.0
NM_008541	Smad5	chr13	+	6585	1247	5.2656998664
NM_008546	Mfap2	chr4	+	1080	0	0.0
NM_001013811	Fam169b	chr7	+	2819	2461	24.2751524096
NM_008545	Mageb3	chr2	-	2322	1	0.0119752120404
NM_010200	Fgf13	chrX	-	2493	649	7.23882113527
NM_176808	Mcfd2	chr17	-	2275	541	6.61243310576
NM_010202	Fgf4	chr7	+	3030	0	0.0
NM_001005331	Eif4g1	chr16	+	5396	12081	62.2553058052
NM_001033355	Zfp568	chr7	+	7176	504	1.9529608345
NM_010205	Fgf8	chr19	-	1199	0	0.0
NM_010206	Fgfr1	chr8	+	5008	0	0.0
NM_010207	Fgfr2	chr7	-	5198	0	0.0
NM_010208	Fgr	chr4	+	3342	565	4.70096945906
NM_010209	Fh1	chr1	-	1632	1083	18.4524369323
NM_026295	Ctdp1	chr18	-	3685	1646	12.420462448
NM_176807	Folr4	chr9	-	1239	509	11.4233084424
NM_001085518	Gm14085	chr2	+	3740	1649	12.2601132214
NM_001130177	Tnnt2	chr1	+	1161	0	0.0
NM_001130176	Tnnt2	chr1	+	1109	0	0.0
NM_001167832	Zfp764	chr7	-	2471	345	3.88232400383
NM_001081011	Srgap2	chr1	-	8040	2656	9.18580981374
NM_009004	Kif20a	chr18	+	3473	2006	16.0609626749
NM_001167831	AI846148	chr19	-	1594	485	8.46055492067
NM_001081017	Unc79	chr12	+	8870	15	0.0470232959828
NM_033524	Spred1	chr2	+	2997	315	2.92259904662
NM_001081016	Zc3h7b	chr15	+	5958	4472	20.8711665365
NM_033525	Npnt	chr3	-	3720	35	0.261619753367
NM_033522	Ferd3l	chr12	+	885	0	0.0
NM_001081014	Dennd4c	chr4	+	5648	2483	12.2243973751
NM_009001	Rab3a	chr8	+	1446	203	3.90367067679
NM_009003	Rab4a	chr8	+	1412	30	0.590788435365
NM_001201470	Papss2	chr19	+	3599	4	0.0309046316842
NM_054082	Mta3	chr17	+	2115	3549	46.6596046941
NM_182930	Plekha6	chr1	+	7397	27	0.1014970858
NM_025923	Fancl	chr11	+	1775	494	7.73880705621
NM_025922	Itpa	chr2	+	1159	967	23.2000256773
NM_025924	Upf3a	chr8	+	1401	1077	21.3758304207
NM_054084	Calcb	chr7	+	962	299	8.64254289501
NM_001146329	Sbk2	chr7	-	1139	7	0.1708912173
NM_001146328	Rbm46	chr3	-	1789	0	0.0
NM_001146325	Tigit	chr16	-	963	9961	287.621985801
NM_001146324	Hps3	chr3	-	2335	771	9.18148482137
NM_020052	Scube2	chr7	-	3562	0	0.0
NM_020050	Tmem9b	chr7	-	1685	2987	49.2924886189
NM_020051	Ascl3	chr7	-	706	6	0.236315374146
NM_144899	Adamtsl4	chr3	-	3856	7	0.0504785001309
NM_144898	Msto1	chr3	-	1825	551	8.39526013105
NM_144893	Slc35c2	chr2	-	2009	1299	17.9793771144
NM_144892	Ncoa5	chr2	-	3091	1364	12.2704585494
NM_144891	Gdap1l1	chr2	+	2580	1	0.0107776908364
NM_144890	Bpifb5	chr2	+	1637	0	0.0
NM_144897	Apoa1bp	chr3	-	905	827	25.4098650055
NM_144896	Pet112l	chr3	+	2307	133	1.60305887889
NM_144895	Spg20	chr3	+	3780	1062	7.81228618625
NM_144894	Zgpat	chr2	+	2289	1924	23.372474922
NM_001136055	Cd82	chr2	-	1683	18865	311.686592442
NR_024068	Snhg7	chr2	-	742	50	1.87374948503
NR_024069	2010107H07Rik	chr14	-	403	219	15.1106969637
NR_024067	Snhg6	chr1	-	407	333	22.7507255655
NM_001164792	Tpbg	chr9	+	3509	5	0.0396216049556
NM_001164793	Polr2m	chr9	-	2172	5163	66.0979106324
NM_198885	Scx	chr15	+	1136	2	0.0489550041511
NM_198884	B4galnt3	chr6	-	2961	0	0.0
NM_007668	Cdk5	chr5	-	2058	901	12.1737631508
NM_007669	Cdkn1a	chr17	+	1910	241	3.50856157499
NM_007662	Cdh15	chr8	+	2843	0	0.0
NM_007663	Cdh16	chr8	-	3003	0	0.0
NM_007661	Cdk11b	chr4	+	2589	3433	36.8711922034
NM_007666	Cdh6	chr15	-	2632	0	0.0
NM_007667	Cdh8	chr8	-	3158	0	0.0
NM_007664	Cdh2	chr18	-	4646	0	0.0
NM_007665	Cdh3	chr8	+	3231	0	0.0
NM_027332	Rpf1	chr3	-	1990	498	6.95859713277
NM_001205385	Actr3	chr1	-	2554	42451	462.181395667
NM_001205386	Actr3	chr1	-	2551	42451	462.724925336
NM_021527	Mkks	chr2	-	3194	506	4.40515336038
NM_001163456	Cox18	chr5	-	1330	398	8.32102560784
NM_027335	2210016F16Rik	chr13	-	2822	1102	10.8585044218
NM_145850	Vmn1r188	chr13	+	927	0	0.0
NM_145851	Cables2	chr2	-	2945	1458	13.7663133982
NM_145852	Ropn1l	chr15	-	910	5	0.152782650318
NM_145853	Tpcn1	chr5	-	4648	742	4.43898025592
NM_145856	Il17f	chr1	-	1175	4	0.0946602293033
NM_145857	Nod2	chr8	+	4621	54	0.324940031881
NM_001110159	Nxt1	chr2	+	1075	696	18.0030547731
NM_001204411	Kcnj11	chr7	-	2667	0	0.0
NM_001105245	Pcdh19	chrX	-	10294	1	0.0027012281288
NM_001105246	Pcdh19	chrX	-	10150	0	0.0
NM_001168502	Zfp57	chr17	+	2088	1	0.0133172616656
NM_022021	Cables1	chr18	+	3265	621	5.2887597869
NM_022020	Rbp7	chr4	-	594	0	0.0
NM_022023	Gmfb	chr14	-	4171	4716	31.4397463821
NM_022022	Ube4b	chr4	-	5508	2508	12.6613212479
NM_022025	Slc5a7	chr17	-	5180	0	0.0
NM_022024	Gmfg	chr7	+	1006	5056	139.750867357
NM_022027	Syne1	chr10	+	4823	3083	17.7746758841
NM_027058	1700017D01Rik	chr19	-	1194	0	0.0
NM_027057	Wdfy1	chr1	-	717	129	5.00283272547
NM_022028	Sav1	chr12	-	2524	814	8.96768782856
NM_027055	Spaca4	chr7	-	710	0	0.0
NM_027054	Cst12	chr2	+	546	0	0.0
NM_027053	Lrrc51	chr7	-	874	8	0.254521211513
NM_027052	Slc38a4	chr15	-	3932	0	0.0
NM_001111053	Dclk1	chr3	+	6026	0	0.0
NM_027050	1700008A04Rik	chr11	-	606	0	0.0
NM_029901	Akr1c21	chr13	+	1209	0	0.0
NM_029906	9530003J23Rik	chr10	-	1219	0	0.0
NM_029909	C330018D20Rik	chr18	-	2413	149	1.7170161257
NR_027627	Kcnk2	chr1	-	3297	0	0.0
NM_001011535	Olfr1182	chr2	-	1178	0	0.0
NM_016665	Stra13	chr11	-	636	502	21.9478523013
NM_016666	Aip	chr19	-	1347	2377	49.068978088
NM_016667	Sntb1	chr15	-	2153	567	7.32292281324
NM_016660	Hmga1	chr17	+	2004	3438	47.7038666798
NM_016661	Ahcy	chr2	-	2541	2277	24.9174613337
NM_016662	Mxd3	chr13	-	1299	763	16.3328064042
NM_016663	Syt3	chr7	+	2498	3	0.0333944463865
NM_016668	Bhmt	chr13	-	2071	0	0.0
NM_016669	Crym	chr7	-	1256	0	0.0
NR_045841	4933407G14Rik	chr10	+	1262	0	0.0
NR_045840	4933416M07Rik	chr8	+	1520	1	0.0182937120775
NR_045843	Gm5420	chr10	+	2206	0	0.0
NR_045842	4933417O13Rik	chr7	-	1526	0	0.0
NR_045845	Gm5547	chr3	+	459	370	22.4147792427
NR_045844	Gm17746	chr12	+	1115	0	0.0
NR_045847	D930028M14Rik	chr7	+	1006	74	2.04540430863
NR_045846	4933416M06Rik	chr13	+	1285	0	0.0
NR_045849	4933417D19Rik	chr8	+	1229	2	0.0452505164489
NR_045848	D930028M14Rik	chr7	+	904	74	2.27619107797
NM_134058	Pelo	chr13	-	1572	675	11.9397891804
NM_134059	Ddx41	chr13	-	2205	1301	16.4064315227
NM_134050	Rab15	chr12	-	3126	0	0.0
NM_134052	Adi1	chr12	+	1675	650	10.790559721
NM_134054	1110002B05Rik	chr12	-	1363	1398	28.5204742599
NM_170704	Cd40	chr2	+	1678	1	0.0165711813813
NM_207659	Hook3	chr8	-	12836	2737	5.92912377169
NM_207658	Defa22	chr8	+	419	0	0.0
NM_207651	Slc14a2	chr18	-	4045	0	0.0
NM_207650	Dtna	chr18	+	6321	1	0.00439905748423
NM_207653	Cflar	chr1	+	6911	4154	16.713639351
NM_207652	Tsc22d1	chr14	+	4588	67	0.406066180901
NM_207655	Egfr	chr11	+	5965	1	0.0046615997247
NM_207654	Efna5	chr17	-	5259	3	0.0158622032846
NM_207657	5031410I06Rik	chr5	-	2947	0	0.0
NM_170702	Cd40	chr2	+	1596	0	0.0
NM_170703	Cd40	chr2	+	1621	1	0.0171538817754
NM_010582	Itih2	chr2	-	3122	0	0.0
NM_029274	Wbp7	chr7	-	8457	5159	16.9626860736
NM_029277	Arhgap12	chr18	-	4957	885	4.96443443347
NM_029271	Mrpl32	chr13	-	768	635	22.9910037724
NM_029270	Arhgap24	chr5	+	3346	0	0.0
NM_029272	Ndufs7	chr10	+	758	1009	37.0141165423
NM_029279	Secisbp2	chr13	+	2913	1414	13.4975315805
NM_029278	Nop14	chr5	-	2702	1284	13.2137202026
NM_021042	Abcc9	chr6	-	7433	30	0.112228342625
NM_021041	Abcc9	chr6	-	7538	30	0.110665066428
NM_021600	Chrnd	chr1	+	2910	1	0.00955547847349
NM_133208	Zfp287	chr11	-	5021	1167	6.4628795522
NM_133209	Pilrb1	chr5	-	1020	1	0.0272612179979
NM_001243938	Gm3139	chr5	+	2024	0	0.0
NM_133200	P2ry14	chr3	-	1798	64	0.989773254117
NM_133201	Mfn2	chr4	-	4377	2050	13.0233508873
NM_133202	Trhr2	chr8	-	1340	0	0.0
NM_133203	Klra17	chr6	-	1177	1	0.023624844824
NM_133204	Zscan5b	chr7	+	1969	6	0.0847326836704
NM_133205	Arr3	chrX	+	1359	0	0.0
NM_133206	Znrf1	chr8	+	5562	1467	7.33406165749
NM_133207	Kcnh7	chr2	-	3798	0	0.0
NM_146868	Olfr894	chr9	+	949	0	0.0
NM_146869	Olfr147	chr9	+	1175	0	0.0
NM_001193631	Prss51	chr14	+	959	0	0.0
NM_001042527	Blm	chr7	-	4598	989	5.98098553543
NM_001042523	Txnrd1	chr10	+	3634	4388	33.5758583011
NM_001042528	Cacna1b	chr2	-	6984	5	0.0199072468198
NM_207205	Igsf3	chr3	+	7330	41	0.155533988632
NM_207208	Clca6	chr3	-	2998	0	0.0
NM_207209	Sec24b	chr3	-	4702	2446	14.465027224
NR_040428	Gm19619	chr5	-	2856	30	0.292084478549
NR_040429	Gm15408	chr5	+	1379	0	0.0
NM_145139	Eif3l	chr15	+	1893	3916	57.5224660715
NM_145138	Nek9	chr12	-	5386	5198	26.8358498656
NM_145137	Mgl2	chr11	+	1550	40	0.717585609235
NM_145136	Myocd	chr11	-	5118	0	0.0
NM_145135	Rnh1	chr7	-	1803	2610	40.2522543283
NR_040427	Gm9899	chr5	-	4823	1	0.00576538303086
NR_040420	Gm6568	chrX	+	1061	81	2.12282924692
NR_040421	Gm15401	chr6	+	1464	33	0.626784561345
NM_145131	Pitrm1	chr13	+	3534	1078	8.48198779337
NR_040423	2610037D02Rik	chr15	-	3631	17	0.13018714406
NM_001113364	Tbc1d14	chr5	-	3885	2438	17.4497056547
NM_001113367	Boll	chr1	-	1087	7	0.179066326131
NM_001113360	Plch2	chr4	-	5053	2	0.0110059142521
NM_001113362	Tbc1d14	chr5	-	4771	2804	16.3423316645
NM_172647	F11r	chr1	+	2482	9	0.100829162458
NM_172646	Dnm3	chr1	-	4590	38	0.230205840871
NM_172645	AI848100	chr1	-	6308	5032	22.1816769094
NM_172644	Dars2	chr1	-	3581	455	3.5330721231
NM_001113369	Ceacam2	chr7	-	3287	1	0.00845952003585
NM_001113368	Ceacam2	chr7	-	3827	2	0.0145317179816
NM_172641	9930023K05Rik	chr19	+	2385	10	0.116588856846
NM_001195760	S100a2	chr3	+	315	9	0.794469781653
NM_001013380	Dync1li2	chr8	-	4633	3358	20.1541190239
NM_178281	Trim39	chr17	-	3070	1727	15.6422560104
NM_008756	Ocln	chr13	-	3192	5	0.0435564573274
NM_001039485	Fam38b	chr18	-	10724	0	0.0
NM_001039484	Kcnj10	chr1	+	5407	58	0.298275135335
NM_001039483	Tmco1	chr1	+	4474	1322	8.21638730377
NM_001039482	Klhl20	chr1	-	4037	2160	14.8778586804
NM_001039488	4933421E11Rik	chr3	+	3359	2080	17.21863653
NM_001081080	Phf3	chr1	-	7561	6213	22.8490181681
NM_001081081	Gls	chr1	-	4973	3706	20.7220340596
NM_001081082	Alpi	chr1	-	2337	0	0.0
NM_001081083	Armc3	chr2	+	2995	550	5.10635836288
NR_028354	Mvd	chr8	-	1864	390	5.81787152337
NM_025379	Cox7b	chrX	+	1001	2282	63.39091055
NM_178641	Inpp5f	chr7	+	4740	1058	6.20658565709
NM_178640	B3galnt2	chr13	+	3681	927	7.00260039819
NM_178643	C230052I12Rik	chr7	-	1788	501	7.79140247275
NM_178642	Ano1	chr7	-	4601	0	0.0
NM_178645	Blmh	chr11	+	2355	2539	29.9790051578
NM_178644	Oaf	chr9	-	2388	1	0.0116442388433
NM_178647	Cggbp1	chr16	+	4320	4129	26.5770371517
NM_178646	Tigd5	chr15	+	4801	54	0.312757318751
NM_213614	Sept5	chr16	-	2127	51	0.666727108721
NM_213615	A530032D15Rik	chr1	-	1760	216	3.41260883483
NM_213616	Atp2b4	chr1	-	8101	9062	31.1050463704
NM_177420	Psat1	chr19	-	2172	2205	28.2289159296
NM_080470	Smc1b	chr15	-	4040	1	0.00688278276184
NM_080471	Ankrd6	chr4	-	4573	5	0.0304028453508
NM_001162945	Mtx3	chr13	+	6275	697	3.08861997186
NM_001162944	Gm10318	chr10	+	930	0	0.0
NM_001162947	Nek3	chr8	-	1989	177	2.4744797875
NM_001162946	Pcx	chr19	+	4148	36	0.241328815063
NM_001162941	Mapre2	chr18	+	3993	4519	31.4693997033
NM_177429	Ofd1	chrX	-	4453	1158	7.23104878742
NM_001162943	Dchs1	chr7	-	10651	0	0.0
NM_001162942	Mapre2	chr18	+	3936	4519	31.9251303392
NM_145392	Bag2	chr1	-	1815	47	0.72005663406
NM_025375	Wbscr22	chr5	-	1516	667	12.2341009582
NM_174885	Adam6a	chr12	+	2507	0	0.0
NM_178397	Faf2	chr13	+	4322	2501	16.0906784676
NM_178396	Car12	chr9	+	3716	64	0.478905358154
NM_178395	Zdhhc2	chr8	+	2498	1410	15.6953898017
NM_178394	Jakmip1	chr5	+	2382	1386	16.1795672158
NM_178392	Snapc1	chr12	+	2125	807	10.5599054037
NM_178391	Setmar	chr6	+	1609	105	1.81459070701
NM_178390	Fam53a	chr5	-	2003	1158	16.0758164006
NM_178399	3110035E14Rik	chr1	+	3187	0	0.0
NM_178398	Wipi2	chr5	+	3911	1465	10.4158624531
NR_045108	Patz1	chr11	+	2054	539	7.29682202088
NR_045109	Patz1	chr11	+	1889	511	7.52201802269
NR_045100	Gm12159	chr11	-	1447	0	0.0
NR_045101	Gm11985	chr11	-	1003	0	0.0
NM_145390	Tnpo2	chr8	+	4865	2595	14.8320077942
NM_008173	Nr3c1	chr18	-	6329	4003	17.5871683929
NM_008172	Grin2d	chr7	-	4383	19	0.120538992653
NM_008171	Grin2b	chr6	-	7505	3	0.0111151668319
NM_008170	Grin2a	chr16	-	4512	0	0.0
NM_008177	Grpr	chrX	-	2493	2	0.0223076152089
NM_008176	Cxcl1	chr5	+	949	0	0.0
NM_008175	Grn	chr11	+	2333	944	11.2512994367
NM_008174	Grm8	chr6	-	3678	0	0.0
NM_008179	Gspt2	chrX	+	2493	12	0.133845691253
NM_008178	Gsx1	chr5	+	1772	0	0.0
NM_177282	Mical2	chr7	+	6689	1556	6.46835465822
NM_177284	Nrxn1	chr17	-	9004	0	0.0
NM_177289	Cbfa2t3	chr8	-	7591	28	0.102566247664
NM_025594	Zmat2	chr18	+	2257	2480	30.5538223516
NM_025595	Mrpl51	chr6	+	1515	1019	18.7028150248
NM_025596	Prelid1	chr13	+	1089	6126	156.420813484
NM_025597	Ndufb3	chr1	+	532	892	46.6228319233
NM_025590	Acot11	chr4	-	5668	899	4.4103725617
NM_025591	Fam136a	chr6	+	1606	472	8.17225454103
NM_025592	Rpl35	chr2	-	452	9026	555.267585668
NM_025593	Polr2l	chr7	-	1671	611	10.1674065115
NM_025598	Ppdpf	chr2	+	797	1101	38.4126637842
NM_025599	2610528E23Rik	chr16	-	1171	150	3.56188416198
NM_029796	Lrg1	chr17	-	1353	0	0.0
NM_153808	Smc5	chr19	-	5730	3642	17.673832996
NM_153800	Arhgap22	chr14	+	2598	3	0.0321090558405
NM_153801	Tecrl	chr5	-	2373	0	0.0
NM_153802	Zfp128	chr7	+	3833	105	0.761720962059
NM_153803	Glb1l2	chr9	-	3686	0	0.0
NM_153804	Plekhg3	chr12	+	4955	1241	6.96423712736
NM_153805	Pkn3	chr2	+	2931	65	0.616656005889
NM_153806	Dnttip2	chr3	+	2403	2265	26.2095680152
NM_153807	Acsf2	chr11	-	3069	1320	11.9597601539
NM_177396	Il28b	chr7	+	582	0	0.0
NM_177397	Atp6v1g3	chr1	+	1887	5	0.0736789675619
NM_024171	Sec61b	chr4	+	552	1926	97.0203043138
NM_024170	Cxx1a	chrX	-	1275	556	12.1257897655
NM_024173	Atp6v1g1	chr4	+	1093	1244	31.6479545226
NM_024172	Hspbp1	chr7	-	1488	473	8.83901023875
NM_024175	Rps23	chr13	+	555	15815	792.358352954
NM_024174	Mrps23	chr11	+	1302	1678	35.8365670326
NM_024177	Mrpl38	chr11	-	1411	477	9.40019348313
NM_024176	Drap1	chr19	-	916	2477	75.192748603
NM_024179	0610009O20Rik	chr18	+	2404	1239	14.3311905497
NM_001253703	St7l	chr3	+	5490	450	2.27921658671
NM_001253700	Rai12	chr11	-	954	551	16.0601150306
NM_177395	Map3k9	chr12	-	3390	9	0.0738224133394
NM_001253706	Sept6	chrX	-	4714	9811	57.8720844236
NM_001253704	Wibg	chr10	+	1220	1342	30.5870865936
NM_001253705	Wibg	chr10	+	1324	1408	29.5705973111
NM_001122978	Casp8ap2	chr4	+	6557	2475	10.4957975958
NM_001122977	Gm7168	chr17	+	1603	1	0.0173465017828
NM_010460	Hoxb7	chr11	+	1269	0	0.0
